A,B,C,D
118.62326889462834,406.74224722018494,493.5803550919345,324.3754772055424
149.4867696537009,348.0457432213669,406.87061283951016,336.61614100623507
126.58552753386124,298.8705351060158,443.8815416866923,332.865556419663
105.87582203137268,422.5193309115634,400.7304776118343,318.3787064511316
188.63769351464128,360.05644319940177,371.32878560164505,353.92150291744105
172.42520306723708,335.1198088738793,477.22339271753714,357.4031361439025
165.11543571350703,422.09694870180465,414.30498487553467,290.07912338978076
159.22281217072577,337.2356136237452,441.32805114962446,212.83315544797097
287.76587737956504,378.81682236047885,447.15129318515443,247.7219221503123
299.02888010972543,380.40131086966113,501.8448311468678,257.1861883803236
259.4941475588531,433.4564903871345,284.4583151210236,70.67152315275035
240.37362092012603,345.0636743250846,380.679641220068,16.98837148946393
142.3053066454325,365.91687811777587,359.7902032878121,156.3027530275496
239.36807616983518,344.78508329369646,325.1024981398859,130.6622550930058
239.61925920656975,388.7375652046155,360.02387885836526,273.63631331746143
322.49484112889803,346.11694624451667,310.8807444785345,242.86928868287688
311.72633806484663,389.16235940904795,415.6160782611174,255.1923330208474
277.18446100454963,419.78055890361526,292.10892957954695,99.66744725021213
206.52243324827987,397.5276767689507,383.31115135540165,201.33799136895234
292.738230902927,406.44993350129533,406.99030176574337,129.89109396574986
293.1126688818541,357.4725509898056,401.7122506986547,158.6145977621725
207.49609042509712,350.0338943370467,397.4826273464015,323.91307124903574
257.96026313698275,383.83623299541495,333.9511786981473,243.13849383965544
171.68318681686173,316.24075467669445,279.15620800364456,305.50221345361257
144.8273325273787,278.11396581627304,276.2380176367828,63.178002011136016
136.59989224556347,381.28373869416356,352.07847784430584,192.1811168738789
160.2552621734999,298.9628905302664,391.25118639589385,303.25695920755294
198.08575271164034,287.66295283770313,284.0338391755252,215.50199682111102
200.9371973292089,314.6543471651531,254.7412361712787,96.86522371600493
258.0696129581429,334.75076436345114,355.89169644471895,299.37396877622217
185.94062605584952,429.5101690994844,410.3556446760924,157.65326615098925
216.0414678726507,372.4639321498377,379.84806310298507,198.0078603234094
193.28924530335235,372.6543786250282,273.4362409316014,146.49206973605556
297.01752398145476,385.45577886148584,399.64667337907184,353.3846392173077
263.8569321722724,380.6960897833146,231.22816768620424,94.89698193415576
313.51139503523103,365.788905780827,377.2105578015174,162.6012062487545
246.4541711656769,369.81289895285136,291.2349942591057,113.81140562152885
382.43473460848145,332.6497074113071,352.1473978335062,192.64609284767255
321.78363842431656,334.9814320883312,309.7104195245008,255.7855280282978
266.3650136573106,340.5984424062883,393.09996710451526,221.28028911876652
203.23118523339133,320.81049250913566,388.85861377970554,183.75829137911387
395.9101375534443,389.1839022634201,440.2351949386753,166.15328236099072
170.7496731646973,333.4169033526977,492.9642732466939,146.821746427549
282.2980115505592,398.14764584028916,399.49050586383305,306.38412435643954
240.2668059246239,385.37707904905903,414.8032442681173,196.08252290334138
229.7746164727327,368.5164643213277,406.19459157225845,229.66276517618434
141.9820853446114,373.6792340964221,525.3902243904352,365.2143907827567
203.95470065915174,405.77518490785553,410.0075087707775,216.31020682398483
114.69229307623829,323.8081018779147,396.81919403566064,288.30179277352977
60.267085326207436,461.2478433995983,392.4885716711834,289.19649423497987
102.73698056090707,347.97827107564865,403.7812775994909,187.25267562162395
91.67698688579561,392.9690722278305,371.8937516928069,151.38705694595853
116.83815457722628,285.07892153130734,405.2150666844824,229.90025996573743
122.19737228597577,304.53684980084455,386.93546888623473,391.66214884489216
116.23866344315786,335.18612984841855,411.460131063696,240.81825358633785
252.4135039479036,397.38873206865907,498.90485260592163,218.71356779758025
206.16504500978328,323.3040633528189,447.11364795178935,274.74842325110825
236.7387698343846,364.7658583941907,300.37049479404664,330.9143097814212
297.2867497018745,408.3721460006514,392.90095807494157,223.5004124221204
307.78260614190657,309.2953678290127,417.999864433352,243.66793464321154
227.9808096938936,298.03863664134246,336.4552828013033,267.37561046324623
259.45692565025064,295.0081235750238,422.8872577214874,158.12711348609474
320.46932606808684,362.1589652106662,302.6455607919985,100.82267265843754
363.4113079739834,406.0103728150325,316.3213539103728,313.3890837507412
299.38846644430294,435.23259608029457,417.61204538531007,287.57237765089536
198.55949903812888,422.07641889534284,369.33658367895606,478.37566814862043
264.04823073389656,327.8733101590901,296.1816488106368,294.9773298406765
275.8470386236132,375.3610180119207,379.5423716064563,422.25068117400616
204.1236005770346,351.9199006328323,446.6606710362478,396.2513576300797
203.10620518732446,358.74524137973924,384.84823746013467,385.20531239671726
135.81102140053005,344.65640981958586,479.638314381678,386.19310818498684
141.22601535468596,323.1092791982043,357.88014274889287,478.74317414949064
221.64715799962428,360.40470437296415,368.4780338692549,432.4484241838901
153.9914493254793,414.4431999708622,396.68020834285915,435.1810952430269
52.4176506819999,313.80007672721433,371.43347240860294,400.0068369296389
89.79459634773856,347.04596022289894,368.3539694080203,366.41556786547295
157.33088785436777,311.58300072045597,380.3856800054355,362.9315531525738
153.7296837128173,269.0753371008103,427.7682862157652,424.0683431904295
203.31451256194316,258.830693643117,365.9627133085459,493.4810665935795
291.4352783217966,332.1240545635212,359.62951487298824,349.92933522148206
297.06585973242926,410.72163418791877,414.6901490699467,387.2563164719409
306.3080333717638,308.84056497966526,378.19120011279557,414.6785574862223
213.18353476723422,299.68633669997456,402.8168740661909,483.9512480328856
279.99114900049705,342.63800707050177,290.55264718536296,198.44605239142618
302.1848345965546,321.0030242063176,272.92122430248907,321.8060996436132
238.36707358656278,333.1427000575342,220.86711233069494,194.67126715782445
141.1866183314378,365.0672484228734,362.0242526392149,133.23484653102335
304.1353918086219,336.6308951926728,304.6961188450716,232.26811038834737
276.6718829239108,300.8366422672986,377.12635999242553,265.3026587135563
272.93884551621886,379.1408629539566,314.40806444647774,147.1737942610544
354.52348450481975,379.216386888378,348.0613019268612,297.35841398826375
314.9860832377815,345.0806602051371,405.8468713929767,224.07577766895784
153.74979059199694,347.7309971557247,331.68833510721726,275.145039508254
222.66671676500184,379.05600590177835,378.1070315097419,310.44318617423346
123.24347487374179,340.141930948408,334.8703247872109,196.0374369398699
179.61694314424693,407.0494686157585,342.69858807799216,439.5878637680047
258.7015463313209,374.0246132445173,330.0014362557237,354.1703725584673
185.30458456291512,266.8797350408024,305.8048345089217,451.04027995252335
167.01116863918253,305.71099496386665,364.36661999764203,405.16327318917075
155.05953611260102,418.7227873345901,380.4082436542513,331.7876785775969
117.11729558582691,356.09719891032614,369.98687792881117,295.5483350530629
221.8349530305643,314.461255068926,375.697763542901,386.0986750494993
185.51515053512645,316.4458353641259,390.2626128320271,359.1045956785484
155.74016380510153,398.8801403872002,473.95581812843426,422.95817558031536
276.7505987255177,310.9101940877733,475.2715679228493,234.1141546520185
301.4938534513909,320.6708348209081,422.3196535277583,218.34147687934842
384.3190088467638,379.63957550589447,388.2043450846664,289.11891009941337
311.58666766605126,375.99346235781184,423.72427390283167,266.39861420650743
391.679070392537,335.1680800118026,435.9082538962605,204.02309481476823
215.55435168617979,381.41670586972424,420.2035955206527,352.7441936340373
194.24820017811163,361.7674041443731,485.42341904363934,185.53157800298277
373.8180529512829,375.5983528380151,386.8459212115292,493.86693465790887
287.47065194894344,376.99719509118785,531.9224414408335,531.1634907995469
311.6096139663603,399.1976610948401,462.4727975708699,502.978545955333
389.57236597667674,342.4876333530875,512.6151355265353,312.15448429467693
334.94853780512017,316.02557888633686,489.4285958222506,310.3679814062585
361.36381330676613,394.6151811314545,521.94946562206,359.0241068504935
302.5125382638598,359.5529000847381,609.6443449126989,489.2129960269945
135.61233366774016,299.13478210366213,424.0468809144469,289.71336630686454
116.5447945120134,351.26784368095406,472.32975063418894,293.4975364168249
132.13637684343325,437.7917105997161,404.3398159207662,130.4359510596075
214.64040422970848,336.3985356420967,450.6522504247653,357.62375259958293
207.16382712400227,335.5160753991596,413.05385537183264,305.28040000736326
71.29892549157468,415.1608174051978,517.6744920635557,340.13908769031383
66.08205056376158,334.52756286641534,443.58196818736036,413.4864494266101
246.36929244153262,301.83209020674906,398.42653246965676,316.1384103187188
178.5460214100355,401.96798274827756,528.326553123795,283.0497585626173
238.9683608060228,394.65537186815016,381.52241595370856,339.4294064145723
249.7921928039842,286.4624946013964,501.6229722980198,439.3350701178736
245.36053558964926,328.1915080816935,489.56295497398656,398.04731860008604
288.2776198078319,334.8851845700874,455.34597890690156,368.68165895312603
318.8063056460524,316.8525511992234,450.56734241511896,285.2142020997796
276.98332618670787,268.59227211383603,472.3851640149504,241.5025687343583
117.23445084211869,293.9854570673328,477.9934176420856,229.53982743928574
199.86433718577905,302.3202346300587,395.7556034521309,245.85745243039622
248.77141988601952,302.5326590816548,325.8289124688248,178.1767093779384
224.5994743136702,421.8443104534429,378.04237299785933,160.94553417336124
294.18249749981493,347.7078310564934,420.8492439242085,188.40887485086685
311.0748063191916,403.8828600396646,382.81241333918086,195.8978770774146
303.4082783679528,414.45679087446126,432.43362564696764,222.8741890000499
215.78373271979626,371.91014197038606,340.4238015786868,218.63900237160485
99.07770514543455,364.17432195928586,507.4872053582407,95.96952769365919
168.55054870844398,335.3614131236361,439.78759566947735,380.2677666574298
271.9362118698631,405.71024357487124,461.0585822038873,247.24719678646716
168.51128713196405,310.56423978948163,461.2939172337148,53.467858507038756
166.3737716463868,414.34465630794347,460.34082016807736,300.1358778775007
112.93010917120137,409.814608131566,480.91042910109866,190.56818377819897
175.7413827570164,381.06554179895585,552.0947881921975,197.86940707180804
171.6031507082762,342.90653603040334,498.55246212191804,297.719964678933
129.406931397437,346.2720451161399,506.5614496935284,180.51734444607757
207.63999049976155,356.51430962942675,499.74860103214064,291.95502645416565
237.46956619980384,361.0455121636301,487.9643535418644,447.5038031490565
254.15253964132825,356.7960240649689,466.1427783823781,403.47591167604
336.3348549612305,333.49725400525506,460.8431950913409,270.3074200015967
301.8747505054438,317.28504404896324,551.2430751890038,292.44748848358023
334.14377421025404,309.5466052365502,369.3591832966083,398.40256652858784
307.887804121319,300.9524318618403,320.70499395559483,226.5693694743491
248.1654243667335,371.51183069354937,420.9376099881212,95.79112447056755
314.66726641791604,373.32657137162346,371.07730229438357,313.02931092643234
308.05443530641537,358.34263189382926,470.78010563219954,335.58231475993904
285.6735027933062,383.2962373910849,512.9062776691412,309.7138825924002
242.40590308189445,365.4724627832295,457.50481885062726,230.80175580223357
389.15942375635865,343.4772601806777,521.3733548376588,248.18580378399824
122.15709247999209,377.8594452365305,418.4201151201173,407.09699717803943
195.33169484964782,354.94814130656187,475.2707175360723,444.7479612735632
290.60854396372406,290.7204226011614,454.88275572762024,387.8180144655796
102.03517249852217,383.67717489168683,574.5620953874915,409.2080879521043
144.9552275667961,348.7399878055782,426.95214772871316,357.48508701570466
222.08250049309044,235.81099430863486,520.8194628806347,404.57797093971016
164.99170624785853,266.9837970018663,481.1707712152612,352.3831010237982
194.89904715342246,285.55242236697717,463.75232083107477,297.960452443566
99.25481006291311,301.91316135250366,371.49676718390236,344.2346039308822
168.28612789323762,356.0885209176223,373.4131883528962,393.0407390348802
171.06166016399158,328.63197155438627,371.85547251681845,256.9614370417505
56.65443072145581,339.7314290682911,315.48853318641767,301.71058427386237
203.5454997166602,323.9903498342376,517.4682991089194,266.1029057229325
259.1900637319049,296.7650677731514,402.1418788131121,438.0294622001005
227.31769878788523,280.0730487878333,423.39065505817837,242.68394022794206
179.47122377565915,349.92775786968946,349.94002564527307,234.36138118924896
280.50075762520476,322.7678786112072,248.9828141383874,179.3028773828433
295.07201830731645,294.80910319371316,333.1985397505948,263.0276462973469
360.9861465571198,297.8926525572341,303.888318352201,190.72717176658452
262.0302346562315,265.47549229602,331.6817957944669,132.62898268253485
416.47803086839787,365.3757422117814,377.59665936718324,169.14637089447768
282.0718928644526,360.7060070249189,412.251663398318,262.58031706319053
373.3029526554106,293.0263980465178,294.92739485244397,464.06610887295176
396.484644887329,244.51708401131478,362.13920213388565,357.68098540960966
397.05947001003426,347.2402771017885,352.4483115066964,295.2065350950135
290.02850638535034,293.13462910384436,413.76456874373133,444.70247782261424
261.4603910437677,304.4752079759261,301.96255128113347,338.74921850202895
141.61538308724386,357.2421510398556,401.61972217809205,312.47010503818615
92.37243881125814,228.19969489996276,411.882112817417,132.56029974672265
99.95377641851672,290.81740057359843,382.4863863128052,194.41928397107176
128.14222726303075,261.18625908111005,376.868008782121,202.61632902533984
98.34706920387086,297.1379691999605,374.5043702968621,276.1961401366135
122.09003098715593,284.65272385245385,299.3145923818993,188.53470892525544
114.70084537345731,300.1447529172196,316.9984055353662,303.4014952432591
181.18698249679204,284.4139925212699,368.51892012153155,353.6206795979102
187.26134813999892,256.99888677324066,344.91967857308975,417.7350669953622
238.4238597886888,352.3341185946872,321.4351192204844,405.9200574647797
229.3216986659577,292.00396787347626,383.15260373229864,200.30027353353555
235.11584264288445,311.57012882262757,424.14938328157217,434.15826726343624
306.4407792424687,318.5465919931487,362.5577324068829,403.65331653365314
390.8272086807384,372.05777017760005,381.70377696038577,266.6130361301769
338.63700430646,354.8287668515706,313.60003955093106,392.19914220040516
236.37585459560108,312.00432583607227,359.63165303881897,242.97514943812138
163.7091272491444,302.88570449936714,296.02187778744565,205.01582333718315
333.62332403087146,328.53851521008494,342.6903327568012,305.6720560830035
186.45318328181483,320.318361603391,348.3937911714036,163.37722822881778
223.2515354430377,414.37253505778045,354.4900723575489,270.20370977890536
312.6314111973867,338.35948374373385,454.83253204321886,309.6349417002779
151.2052700548827,371.20025299700796,433.22706035920356,343.59121980143027
264.2045897846873,328.1528720474087,346.9342599905982,280.39023419467765
169.41334250669948,349.5922012273645,353.1759250263913,290.9360494458462
151.66118931543778,321.9952320655871,342.71452813167264,140.41892151891045
230.04435414645206,299.21295339491286,331.1968645345296,285.04661653856635
41.21073649526507,324.45666146204485,395.4893369818783,153.1412733597639
209.55209326935494,309.9486673467501,438.4759782531566,161.87275573279902
171.23393657088678,291.16242694758614,429.59029328688257,407.13377596328064
58.561310031342956,355.65468313734823,275.18618474497566,244.2093823824551
108.68580744718184,298.1912469538879,295.8912207879496,300.23647982999717
118.41658896301179,285.6665538135812,363.35601934808113,288.1555806704049
171.46988493900926,317.14651220876846,323.75201711022794,345.1902471574199
245.54202168682988,425.66943996619693,329.2004725319983,181.09995210238827
167.49799991243188,272.45656583997203,432.5418005173882,343.97615342610015
255.861363393488,339.0675509290464,369.22625439566195,261.3055518320416
268.22289755365813,259.73386968465115,380.70381660550515,423.809133125155
334.1128907156657,289.42776380246454,340.63911082951796,63.4764639473062
409.0516748879143,302.4753378264177,272.7926087623072,231.6334242345154
276.1235558800484,407.0794049452643,267.07547375229893,305.21891058331846
221.51886418212234,316.2163867977814,286.15512297304883,20.83381770336274
243.973112153744,371.5366951344341,320.4713045181445,211.20879133303586
258.54914724219736,391.1938845026258,308.00085533701156,78.13616179859986
190.56186996410122,311.6457128056869,323.7055735281676,325.6981465246916
247.9346116922878,278.46597092130213,398.51297461061347,227.54919503554527
221.7010569962213,285.499587759786,333.2894894105777,242.5056769916505
273.8477304371452,343.1609698048858,351.8005416728224,345.2264387536477
225.737623835287,319.7366470861842,387.53387439865895,383.6635421111739
92.74791261384048,377.10625754993356,420.9550092727212,190.0082507614706
118.19671476636292,280.8775109550422,362.75917370178826,397.4025853596021
98.66079656332795,292.47171536974975,296.40899192687795,294.01690106118883
130.7770791886639,326.90579986002945,428.9568994287198,414.3675561314236
200.13310240695284,343.0582437650277,342.1417103871642,385.18151911327766
14.457177371696204,344.3084211393027,484.15459351429126,359.2528854529151
165.48866751540947,300.02556250253207,262.82406425616284,323.85638165107963
230.32406205875046,393.13337661590293,290.82121674531095,392.472011262932
203.21037746810185,255.35883257006833,271.08213191184063,307.98258864899265
207.4451653945024,342.76969703035087,301.2809962083543,269.3632285531703
206.8107459274711,388.6394772045094,321.8368191892955,330.9177167569279
248.26018872410043,438.10797820222456,297.64789533556393,155.7524202349052
392.99288362139566,288.369166913979,346.62222269854806,249.02672109463484
364.7096601519268,320.0232723009159,300.80453541368314,287.4890022253259
397.90181495324475,330.4044714346639,285.4998370432686,200.41864876022342
333.7342861716738,321.7194406892823,260.5841603865751,153.25283282767788
359.3583819281367,308.79648514819917,311.8575114965241,175.18183231310294
341.47289811184146,308.6185389002197,347.85007581106265,150.66410104025962
376.9014188705308,300.3759231447509,330.7832001694096,208.94667813545652
297.5457139136214,428.156008811652,399.729661512683,285.02992511098773
288.0982701434236,379.2316122676595,259.72047078411003,298.27651807866016
326.5517476739095,305.773148847931,271.5750712548638,234.2339322616315
265.52568475223325,381.46871761736884,433.2393649838308,454.96108717953643
202.7340421402963,283.0130050882151,363.9011180343313,356.08100449105393
149.14381389578162,357.2030947036166,467.72905241811236,237.90266040460162
139.94372700218975,346.6697081498529,398.34051538959943,222.54401436933205
137.03864834762516,293.6913702194562,428.3898753373224,197.15678838445126
91.53743432618376,308.41071399585576,370.9250783425884,273.785649307282
157.2669506284029,392.1662430092174,403.0666205866714,247.4534685225564
151.5011493230038,339.78278052423013,432.23368588715476,318.7337306894808
132.0867510889758,344.10535044425313,361.9794727007773,251.0970595493324
218.67549058687973,319.8000478642178,376.66775376136013,220.79148610695523
247.29322980244325,342.8982875665878,399.18729163088454,263.2701811859549
249.57282307072614,385.13578447734415,405.58313845850427,304.9228225517733
371.65569991132054,432.5709015274748,358.86283056724477,468.15413215555617
450.75712824455536,311.147219802988,442.8615211108683,387.1702037455287
422.89123448050196,342.26773696943803,488.69570568257546,370.24571913846023
352.4868086974244,279.1030867048913,352.217049965748,321.58484823530455
247.47307436409847,336.16845484210546,414.1861036433718,312.0273733537448
388.241876053456,283.50253177692434,384.5325340015234,340.51071441733586
305.67153191977326,286.9647041556277,479.0552688546983,413.9291015686081
238.1071615997047,389.8536336813254,418.3744072269129,444.07825035420905
341.8698745630735,350.0254523052685,496.9534767197645,353.1506320874568
312.0381881502374,339.4489230806362,448.2947939757215,343.0148406929423
271.04003703673055,361.37558051044493,511.14690521131575,279.5870460060096
241.21037139134856,334.486011301187,450.59266813351144,436.7840924729037
203.48068206827628,341.3146311323995,492.4089805027082,355.7374922347942
252.41740844238103,292.2972431162839,454.41841801404655,356.7635183784101
171.17572539842598,386.8742784195034,577.3178288159332,283.0575306593361
116.66938012074918,374.1207001038425,421.0203110399762,192.32340605562064
181.94565943813234,358.2940134219964,541.5317398284072,188.13910160584464
244.676261257909,386.39978465854455,522.9106314672921,352.01159185244836
231.0442567633421,371.20987792565643,431.7502574581803,291.4844618783946
77.76331805522109,316.69756835590937,385.6184514471856,235.84247158339872
243.3542109903404,427.94033346351466,424.6190162272045,253.10133190750653
84.38045360907687,366.96717056954634,287.7527605230584,420.8651263862933
302.1075993307686,390.3755521755637,380.46611996578747,383.8694248605243
319.81386131898086,369.45406818113656,426.85249229986664,438.9838062533691
311.38508706894555,415.24874817225464,341.6543314639336,229.30176309792006
421.4727476691778,365.88996288667016,448.80617145552657,376.73896040641864
311.9613206279287,351.4207667273601,343.51299927248294,271.91493185284594
296.2629883660795,377.38321715493566,357.4718469372697,266.65312666455986
338.81851311033677,393.97542812488126,411.25073812632354,185.41027479163816
246.80675143332647,380.14183588230264,362.5919373505007,215.06812883683776
269.6381997048397,341.4906287024751,406.69766841984836,106.12624021273508
272.7641674774078,396.8983259639568,327.43268022551536,286.33576721327995
337.7981582451462,422.1244137212191,323.09630925952416,237.45712150872362
326.9665459066403,260.76178927104695,424.87134007623683,220.49256294457365
240.1387669809348,352.31182660793513,417.11881822635837,251.2349333467114
289.5347809452993,391.3089441070174,402.0674720577733,322.31569834698035
221.87488458646845,395.7422101346346,496.5266874726957,452.1335247958085
251.5798362292191,437.8492141177588,380.3544144787613,251.43581730490052
195.1303957085499,377.97912392895824,393.12414703803233,140.26560273837651
83.25950923374177,359.34352045872197,305.34999504636573,430.7222928742999
229.39838928308689,369.77264212410967,402.8363469034174,162.8793005879724
145.50615036642034,340.38534932005047,357.9171047774384,61.029014755764734
174.38289893983173,304.2882878598307,366.9734823900112,140.67064442501768
175.03143727501916,356.87338520082545,444.04306730789943,289.444779125875
198.30659933308738,295.485430011538,374.0871037873452,218.67336726020372
192.19657049068263,367.95231985625355,386.1385434527818,199.01216051346387
192.0769674133662,384.36482258213925,361.1391165262,116.90962085244968
238.7247978802223,356.98383815457015,395.08705422679736,233.4153256396279
209.73559704547577,389.4919486108674,396.96306185495087,279.8915921748357
280.31698863447406,379.5758157201913,439.6088356514519,271.5033403632381
312.2047927962641,369.589175337206,308.15168728167885,229.2510727550441
164.39659000491866,330.1242463946261,311.706589519323,84.38949522597689
254.16129707750855,316.83921763230313,341.11889264085966,207.94386551200702
403.6400059802833,312.21715023730457,341.78673729246805,318.5055983756773
224.9101792044541,365.9147689303378,334.40385372332645,81.05740732544072
301.9061417348005,335.4025392521222,341.441952875051,214.17199658487988
326.38262538034473,324.6833609057884,237.99729142448135,247.71347317371172
336.0963546743089,346.08598655600935,274.38165133049955,277.5564119690994
230.70434236442543,333.24856956901044,388.8136871574561,342.0503446903581
322.2058546660364,346.7281240806967,416.40958565185343,237.7430074426698
303.48759921963085,368.49083294990004,412.9493694567102,298.0736941438139
285.2256337257819,367.71435309612673,417.2414778524611,350.21717076849677
38.722508742422534,341.6827642637822,441.6152587050632,175.10976371805526
114.29781663117383,312.8505567713191,327.04949805763397,176.06004420991025
82.03753466640151,320.39024023464674,485.91985749304075,316.3294703475152
145.51510958068857,372.87083903053747,446.8192024305081,163.85211429924487
140.46550894490738,310.727252114511,344.4748519404838,302.9468354312012
221.05431596811823,263.6447844482731,435.78114694620655,217.2809171935197
163.34133479273757,353.01519234791414,407.9340322346039,165.203261553838
75.08277317423945,297.21482268983993,427.67166693276187,322.68601605667664
152.8672331849686,341.81803630786595,478.80737205406473,271.49005092131733
265.7153316978552,321.67864330211495,422.5703998850169,334.46608642258127
404.3372337070135,324.26552038434784,510.35224516225435,295.93022746707373
284.6711953523736,297.27404950795665,426.26459786621507,333.7488966444951
242.86456104871607,334.6565491301064,543.6585247149015,359.2698679000067
318.82371571761314,300.8590226539902,371.29996936531415,218.15166981169486
342.36184160094945,349.5051799524022,259.5992707611575,443.0088355963463
255.40156724629003,351.17950579006924,376.74682598488175,232.63721710353218
306.7489398492058,270.9522077036736,403.8872286178149,197.4342821254216
317.7063703965033,235.6424384792595,299.11069584689477,387.6081790393847
274.68716780342214,335.8917146748727,343.3222648290583,357.19099430020043
179.5862804203278,395.67446934604675,308.8411191625506,466.9053174277965
316.3075023599209,337.9563902899087,379.4034436857411,441.4529005659827
283.5572281879747,355.4734824751077,408.0217636871997,353.905233128487
142.2994735182969,324.434354013743,414.9167307260673,540.260965983356
215.43818941337753,342.03483908537385,569.8740685524572,387.03323247240945
45.372435665990196,347.9104889686925,524.7327353538875,431.44426120697534
140.06603845185415,349.9276483146361,406.625270139118,539.9322131250217
130.68723602656095,332.56320630295534,370.88751032843373,380.1502691113295
198.36922147728944,302.4325389871768,456.31134531157034,364.56519590406106
134.11596991569556,298.5001935622323,340.4448467381407,332.52887342316234
79.65197946950943,258.0973493810584,391.63919881975164,305.0879580294868
137.01071339283092,324.8526484536137,382.2407571322785,329.37000753824117
168.64236328693713,289.93108040175275,442.9842141847587,149.93355545884575
203.0521145962991,347.38329245113135,485.04886066159656,116.8060679489904
176.51981668925905,273.5161009119413,350.0397675952207,371.9667786789948
211.430108725762,302.47347195568716,391.5740395042345,396.45610763782565
208.4337273136971,228.61045090956577,490.5191421969343,234.69517401523814
243.67964776120016,304.2487082793163,281.4000841646242,278.8334245192925
300.29345256190794,280.3149959772549,364.18423098583526,423.09505163848684
202.25859487450856,212.27299254216183,419.4281431428214,227.87325141949145
240.2110322157834,218.3878612417221,296.7106513534064,250.63136455523176
297.99102620910236,302.2275125142102,271.91923424717834,292.35431741751955
255.00670596579346,340.8301205139956,332.2201075914676,264.5361385496534
323.8435139842339,323.094607181093,436.8258062070967,266.52406099604286
365.49129969994954,417.765529034002,321.8615133293495,298.8879371097203
275.6145168600065,364.54295675386817,373.4770445737345,446.79757572133246
200.80936102662417,355.1179479532161,404.44122857421894,219.23349788730008
270.0270351865975,394.3729373993296,420.37357741411984,408.5751471227384
158.03830209613892,363.5920134464859,502.30171548761547,430.92237561028014
217.86277875475542,322.7690275530948,457.43919629201577,193.53568091990246
78.94073987945083,383.25488699516706,394.31610918941675,221.29836242234106
121.27388453203835,334.96489555094684,466.708768188902,-39.60268790601236
200.8103791381082,300.5215128880444,339.15114045791483,288.582823776933
157.40818226635741,370.58652614323285,339.83772711705484,367.67740131006104
107.61006776818317,332.82842825178943,431.22620654925134,184.5901385143223
139.1860501005965,290.860213704197,344.5779892214666,327.28336239352643
176.18005096379844,399.29146050873817,420.75983317174484,255.58796546841572
165.98424040396685,347.47194596189945,246.9945861675137,308.18108007559533
306.7742493068534,321.9599343367453,301.5467316381051,298.59911783736294
280.0422289425244,273.42226278210626,353.94769642756745,291.55205880973523
137.05366694683278,314.9742851924887,340.25541895901546,307.1875591072248
293.08342552689237,358.982503022302,394.9640026052371,376.3840413313959
280.55425689907025,323.263240016658,341.85195653987375,220.99815017670275
267.11799346656977,230.60880347226603,377.5475969915013,81.02551143472266
270.95323906461397,314.35915685578846,366.0145342902794,168.87992900056858
231.1598722759614,277.8700115457087,362.30331211278417,109.7640380135998
463.6440952803215,387.8291216488191,304.978827038059,288.95735365785407
259.3057492201979,226.6354917726722,272.20318595259414,249.8867152476898
278.6848597332396,288.17844083343846,424.339904277874,380.6979407238705
362.596003172415,380.0508350597358,293.55113566355385,316.8495901386707
294.2722219923021,265.9373866752513,463.56094753831337,121.45002348784823
216.1974131489355,356.5057098545621,452.609192583244,233.9762560652541
198.3631962887266,394.6230743233182,419.4140142201328,143.18552253682526
207.10449739674866,363.2731266149484,404.33716644923936,233.30373743529685
191.93217214422995,372.5202800589656,435.6379653454555,392.304285241403
136.17446649987613,388.6837865143112,441.5669664467447,328.15010866414036
25.089321001366898,372.4704360992478,324.31802290782514,209.79236856751822
121.02191410627668,301.1422002899071,535.2687864581666,275.0275252947244
6.067459062083742,281.5834939123132,385.40637685266677,279.3040996933
207.18841067376198,343.2661070783903,366.2251015758092,306.43407171551473
237.28063981631584,377.9127687661869,431.1687098167767,358.5765808775386
,335.44792159869206,413.43200496734966,315.7879075491837
,414.72644862326996,448.74059775726505,258.9441515480479
,331.03784899061645,477.46788858841506,276.69810551426474
,339.1679357457279,387.63609602018295,260.1633720481643
,334.42764433586285,346.2888461713361,172.53279214918427
,387.35457557377714,447.4552064977057,183.02503918858264
,320.93131160751705,354.6388844567201,216.6000629666972
313.63519005317653,310.99637633696807,337.0124471287577,176.11003027107424
236.90427235954127,301.062654673788,293.0509873303547,83.44028942780736
259.447116497976,345.79178231492506,308.22918601949675,66.62854718166173
301.979555714433,373.510587280418,305.88788288270376,397.1856878326149
262.57821674067856,352.48168808034774,283.5183560549293,207.30602909735492
306.54807518795866,355.1323225402204,398.58865976762405,227.91449443293558
259.50686723673346,376.17642510316995,441.8033216990069,224.0947250397646
244.13383633164838,359.86698430586443,344.81989203575273,293.08312429729705
255.40646040959018,401.85634871359343,421.90561677512886,370.60098974301366
150.46187667282607,361.95506575472274,309.9603937437704,402.2986565366149
194.53293957340762,360.41049209606786,348.9624732885249,314.9784673830586
140.57623470980192,337.0542186020879,480.6168036583548,334.0186782187856
182.7050651773855,353.07473444467956,411.8905295270462,463.9311849356129
23.669165118487882,312.5673947735546,429.1424166075003,364.01108855405397
98.30350380553219,411.5699878465363,401.63733223604356,244.13758483122194
157.75837565601103,448.0739502002201,374.14544697540396,380.684097605235
115.84242602372709,403.7215047520146,353.3238946908913,418.15604406883733
247.55673005749844,373.42408382060785,510.3849914976915,410.1279850868333
308.579405531605,310.07329738285137,505.7097068931729,398.20356641334314
158.575556885013,324.4986930225048,402.8707895588142,387.5848452818645
